name,alt_name,predicted_gender,article_count,full_count
Craig Breedlove,,man,1,3
William H. Edwards,,man,1,3
Ole Jensen,,man,1,3
William Chenoweth,,man,1,3
Anderson Bottom,,man,1,3
Henry Barrot,,man,1,3
Joseph Matthews,,man,1,3
Lewis Merrill,,man,1,3
Thomas Hinton,,man,1,3
Aldo Richins,,man,1,3
Lawrence Bracken,,man,1,3
Leo Snow,,man,1,3
Jim Hamilton,,man,1,3
David Skeen,,man,1,3
William Wittenberg,,man,1,3
William Meyers,,man,1,3
John Mace,,man,1,3
Samuel H. Rogers,,man,1,3
Thomas Robb,,man,1,3
William Jose,,man,1,3
John H. Baker,,man,1,3
Lorenzo D. Dunlap,,man,1,3
Les Jones,,man,1,3
George Cowles,,man,1,3
Joseph S. Rawlins,,man,1,3
Jack Haverley,,man,1,3
Otto Praeger,,man,1,3
Jordan Field,,man,1,3
Donald Bear,,man,1,3
Ernst Leybold,,man,1,3
Walter Matthews,,man,1,3
Robert I. Burton,,man,1,3
Ray Vernon,,man,1,3
Andrew Israelsen,,man,1,3
LeRoy Eccles,,man,1,3
Thomas Caldwell Adams,,man,1,3
Willy Schmidt,,man,1,3
Alfred Glauser,,man,1,3
Walter Jaggi,,man,1,3
Little Berliners,,man,1,3
George Jaggi,,man,1,3
Jess Wilbur,,man,1,3
Hans Monson,,man,1,3
Erick Christian Henrichsen,,man,1,3
Joseph Hillstrom,,man,1,3
John Gibson,,man,1,3
James Ferry,,man,1,3
Bernard DeColmont,,man,1,3
Wes Eddington,,man,1,3
Jimmie Britt,,man,1,3
Billy Nolan,,man,1,3
John Henry Layton,,man,1,3
Henry Layton,,man,1,3
James Crawford,,man,1,3
Thomas Featherstone,,man,1,3
George Hurst,,man,1,3
Sheriff Oliver,,man,1,3
Laverne Rigby Johnson,,man,1,3
Laverne Rigby,,man,1,3
Ben Hawley,,man,1,3
Joe Cowley,,man,1,3
David Shields,,man,1,3
George Hone,,man,1,3
Caleb Hone,,man,1,3
Frank Kreamer,,man,1,3
William Thurston Brown,,man,1,3
John Syme,,man,1,3
Joseph H. Felt,,man,1,3
Aldo Leopold,,man,1,3
James Marsden,,man,1,3
Daniel Webster,,man,1,3
Henry Schultz,,man,1,3
Peter Shumway,,man,1,3
John T. Clark,,man,1,3
Eddie Butcher,,man,1,3
Thompson Wash,,man,1,3
Alexander Keel,,man,1,3
Lafayette Head,,man,1,3
Oliver DeMille II,,man,1,3
Christian Larson,,man,1,3
Michael Zuckerman,,man,1,3
Clark Bench,,man,1,3
Gerald Swapp,,man,1,3
Judd Hollow,,man,1,3
Nahum Bigelow,,man,1,3
Archie Roosevelt,,man,1,3
Thomas Ball,,man,1,3
Thomas Cheney,,man,1,3
Richard Morris Hunt,,man,1,3
Freeman Allred,,man,1,3
George Harding,,man,1,3
Willard Ward,,man,1,3
Charles Harding,,man,1,3
Frank Jarman,,man,1,3
Fred Woodyatt,,man,1,3
Lucian R. Foster,,man,1,3
Danish Pete,,man,1,3
Pete Jensen,,man,1,3
Jimmy Big Chris,,man,1,3
Edward Hanson,,man,1,3
John Condas,,man,1,3
George Metos,,man,1,3
John Papoulas,,man,1,3
John O'Neil,,man,1,3
Henry Mayhew,,man,1,3
Frank Winn,,man,1,3
John Sundwall,,man,1,3
Samuel D. Lucas,,man,1,3
Joel Grover,,man,1,3
Ben Lamb,,man,1,3
Alfred Jones,,man,1,3
Alfred Packer,,man,1,3
Rye Butt,,man,1,3
Claude Sanford,,man,1,3
Benjamin Rush Kohler,,man,1,3
George Ogilvie,,man,1,3
Henry H. Rogers,,man,1,3
Henry Sewell,,man,1,3
Anthony Dunlavy,,man,1,3
John Galloway,,man,1,3
Rio Zaguanganas,,man,1,3
Osborne Russell,,man,1,3
James Hill,,man,1,3
John K. Stone,,man,1,3
Henry Morse Stephens,,man,1,3
Warren Snows,,man,1,3
John G. Hoagland,,man,1,3
John Lowery Brown,,man,1,3
Henry Starley,,man,1,3
Abe Acord,,man,1,3
Peter Holden,,man,1,3
Reuben McBride,,man,1,3
Fred Davis,,man,2,3
Jack Ray,,man,2,3
William Horner,,man,1,3
James Baldwin,,man,2,3
George Olsen,,man,2,3
Horace Poolaw,,man,1,3
Vince Davis,,man,1,3
Gordon Shafer,,man,2,3
Robert McCarl,,man,2,3
Jonathan M. Foltz,,man,1,3
Brian Cannon,,man,2,3
John Tosh,,man,2,3
Luke Redd,,man,1,3
Nick Nax,,man,1,3
John Cutler,,man,2,3
Barton H. Barbour,,man,1,3
Sherman Christensen,,man,1,3
Ralph Becker,,man,1,3
Jack Berryman,,man,1,3
David Lewis,,man,2,3
Lucian H. Smyth,,man,1,3
Bert Milne,,man,1,3
Lamar Deming,,man,1,3
Oscar Evans,,man,2,3
John Daynes,,man,2,3
Louis Midgley,,man,1,3
Calder Park,,man,2,3
Iver Lawson,,man,1,3
Lloyd Egan,,man,1,3
Mel Hatch,,man,1,3
Richard Etulain,,man,1,3
Owen P. Heninger,,man,2,3
George Gould,,man,1,3
Robert Athearn,,man,2,3
James W. Black,,man,1,3
Stan Kenton,,man,2,3
Thomas Virgo,,man,1,3
Robert McPherson,,man,2,3
Brian Barnard,,man,1,3
George L. Nye,,man,2,3
Winston Churchill,,man,2,3
Martin Mulvey,,man,2,3
Andrew Grundfor,,man,1,3
Otis Charles,,man,1,3
Willem DeBry,,man,1,3
Samuel Roskelley,,man,1,3
Philip Robinson,,man,1,3
Tom Sawyer,,man,2,3
Richard O. Davies,,man,2,3
John Herbert,,man,2,3
Ralph Miller,,man,2,3
Robert Phillips,,man,2,3
Frank Seiberling,,man,1,3
George Barton,,man,1,3
Cortez Herald,,man,1,3
Charles A. Callis,,man,2,3
Nelson Safety Valve,,man,1,3
George Bean,,man,2,3
Nicholas Morgan,,man,2,3
Wallace Bransford,,man,1,3
Harold Lamb,,man,1,3
Jesse Roundy,,man,1,3
Ernie Pyle,,man,2,3
Orville Carl Gunther,,man,1,3
Tom Williams,,man,2,3
Thomas Burgess,,man,2,3
Stanley Coben,,man,1,3
Will Wanless,,man,1,3
James A. Ivie,,man,2,3
Josiah Miller,,man,2,3
Joseph B. Toronto,,man,2,3
David King,,man,1,3
Henry McAllister,,man,2,3
Dean Brimhall,,man,2,3
Horace Roberts,,man,1,3
Bill Ball,,man,2,3
Robert Hinckley,,man,2,3
Theodore F. Tracy,,man,1,3
Don C. Woodward,,man,2,3
Herbert Orme,,man,1,3
Jesse Williams Fox,,man,2,3
Lorenzo Ewell,,man,1,3
William Eddington,,man,2,3
Elijah Abel,,man,2,3
Daniel Graves,,man,2,3
Hugh O'Brien,,man,1,3
Harold Russell,,man,2,3
Richard K.A. Kletting,,man,1,3
Matthew Dalton,,man,2,3
Henry Monheim,,man,2,3
Ezra Knowlton,,man,2,3
Nick Fontecchio,,man,1,3
Warren Marshall Johnson,,man,2,3
Warren Marshall,,man,2,3
Robert Fechner,,man,2,3
Charles Wesley Taylor,,man,1,3
Thomas B. H. Stenhouse,,man,2,3
William Morrison,,man,1,3
Elias Woodruff,,man,2,3
Robert Magraw,,man,2,3
Tom Wimmer,,man,2,3
James Simpson,,man,2,3
Samuel C. Park,,man,2,3
George Brimhall,,man,2,3
Tony Tillohash,,man,2,3
John Parker,,man,2,3
George Harmon,,man,1,3
John Esplin,,man,1,3
Richard Norwood,,man,2,3
John Chase,,man,2,3
E. A. Wedgwood,,man,3,3
N. P. Stathakos,,man,3,3
E. G. Locke,,man,3,3
J. H. White,,man,3,3
Garcia Lopez de Cardenas,,man,3,3
G. K. Warren,,man,3,3
J. Duncan Brite,,man,3,3
Pardon Dodds,,man,3,3
F. S. Richards,,man,3,3
J. E. Tourtellotte,,man,3,3
O. W. Powers,,man,3,3
J. F. Randlett,,man,3,3
L.John Nuttall,,man,3,3
C. L. Christensen,,man,3,3
J. W. Williams,,man,3,3
B. F. Cummings,,man,3,3
J. P. Morgan,,man,3,3
J. Goldsborough Bruff,,man,3,3
O. F. McShane,,man,3,3
F. W. Benteen,,man,3,3
F. W. Egloffstein,,man,3,3
W. S. Harney,,man,3,3
C. E. Allen,,man,3,3
S. P. Hoyt,,man,3,3
A. J. Smith,,man,3,3
J. Quinn Thornton,,man,3,3
Gunn McKay,,man,3,3
Barnard E. Bee,,man,3,3
J. H. Wood,,man,3,3
P. J. Moran,,man,3,3
Zadoc K. Judd,,man,3,3
Zenas Leonard,,man,3,3
Hoke Smith,,man,3,3
Wandle Mace,,man,3,3
J. Wilson Shaffer,,man,3,3
A. R. Whitehead,,man,3,3
C. P. Huntington,,man,3,3
P. A. Simpkin,,man,3,3
Parley Christensen,,man,3,3
Reinhold Niebuhr,,man,3,3
W. H. Mathews,,man,3,3
T. T. Thornburgh,,man,3,3
B. Cecil Gates,,man,3,3
J. A. Scorup,,man,2,3
J. Elliot Cameron,,man,2,3
H. S. Hawkins,,man,2,3
Fielding Wilburn,,man,2,3
F. O. Lundberg,,man,2,3
Norm Nevills,,man,2,3
L. H. Redd,,man,2,3
D. H. Peery,,man,2,3
Oluf Larsen,,man,2,3
B. H. Schettler,,man,2,3
Parley Parker,,man,2,3
J. D. B. Stillman,,man,2,3
A. Bartlett Giamatti,,man,2,3
R. H. Channing,,man,2,3
Orvin Nyman,,man,2,3
F. C. Koziol,,man,2,3
G. L. Becker,,man,2,3
Halvor Hvalstad,,man,2,3
Alf Mathisen,,man,2,3
J. Eldon Dorman,,man,2,3
Grove K. Gilbert,,man,2,3
J. W. Denver,,man,2,3
J. Will Knight,,man,2,3
Mathonihah Thomas,,man,2,3
J. N. Corbin,,man,2,3
C. H. Wilcken,,man,2,3
T. W. Ellerbeck,,man,2,3
R. W. Sloan,,man,2,3
E. J. Hanks,,man,2,3
Spud Hudson,,man,2,3
F. M. Ewell,,man,2,3
Fitz Hugh Ludlow,,man,2,3
A. B. Wright,,man,2,3
W. DeLance Bishop,,man,2,3
S. H. Goodwin,,man,2,3
Gwinn Harris Heap,,man,2,3
C. E. Dutton,,man,2,3
W. C. Staines,,man,2,3
Duckworth Grimshaw,,man,2,3
Havelock Ellis,,man,2,3
Ganado Mucho,,man,2,3
A. Hamer Reiser,,man,2,3
Phinehas Richards,,man,2,3
W. W. Cluff,,man,2,3
P. A. M. Taylor,,man,2,3
E. F. Beale,,man,2,3
Ralf Woolley,,man,1,3
Lauchlin Currie,,man,1,3
Sybren Van Dyk,,man,1,3
J. F. Baldwin,,man,1,3
L. B. Caine,,man,1,3
R. Scott Mackey,,man,1,3
LaVille Merrill,,man,1,3
E. M. Williams,,man,1,3
H. B. Goetzman,,man,1,3
Kido Takayoshi,,man,1,3
J. Milton Burns,,man,1,3
A. V. Kidder,,man,1,3
J. W. Kaulainamoku,,man,1,3
Dyke Palmer,,man,1,3
A. H. Cowie,,man,1,3
W. W. Player,,man,1,3
O. W. Warner,,man,1,3
Masao Edward Tsujimoto,,man,1,3
Ott Burton,,man,1,3
H. C. Jackson,,man,1,3
Ivor Lawson,,man,1,3
C. H. Stevenson,,man,1,3
E. W. Wynkoop,,man,1,3
W. B. Wallace,,man,1,3
L. L. Greene,,man,1,3
B. F. Bingham,,man,1,3
A. O. Garrett,,man,1,3
E. D. Ball,,man,1,3
F. W. Lander,,man,1,3
Everard Bierer,,man,1,3
S. D. Pollack,,man,1,3
Wong Sing,,man,1,3
L. O. Leonard,,man,1,3
J. B. Ward,,man,1,3
J. G. Hoagland,,man,1,3
O. J. Hall,,man,1,3
Fray Zarate,,man,1,3
E. J. Magnuson,,man,1,3
Tutse Gauvett,,man,1,3
E. B. Tripp,,man,1,3
C. N. Carroll,,man,1,3
Sadako Sasaki,,woman,2,3
Maud Oliver,,woman,1,3
Suyekami Kimura,,woman,1,3
Gay Dimick,,woman,1,3
Thera Lou,,woman,1,3
Winnifred Johnson,,woman,1,3
Myrle Bennett,,woman,1,3
Killarney Reynolds,,woman,1,3
Maud Babcock,,woman,1,3
Jane Beckwith,,woman,2,3
Lois Jotter,,woman,3,3
Gail Farr Casterline,,woman,3,3
Arlene Dockter,,woman,3,3
Nellie Holliday,,woman,3,3
Shelby Cullom,,woman,3,3
Lady Macbeth,,woman,3,3
Mary Powell,,woman,3,3
Evelyn Richardson,,woman,3,3
Mildred Miles Dillman,,woman,3,3
Queen Mary,,woman,3,3
Emily Richards,,woman,3,3
Aquilla Nebeker,,woman,3,3
Maggie C. Shipp,,woman,3,3
Annie D. Palmer,,woman,3,3
Emma Goldman,,woman,3,3
Mary Fielding,,woman,3,3
Elizabeth Jones,,woman,3,3
Patricia Lyn,,woman,3,3
Ann Eliza Webb Young,,woman,3,3
Rosie the Riveter,,woman,3,3
Annie Elizabeth,,woman,3,3
Louisa Wade,,woman,3,3
Emma Lucy Gates Bowen,,woman,3,3
Alice Spry,,woman,3,3
Willa Cather,,woman,3,3
Lisa Bryner Bohman,,woman,2,3
Mignon Barker,,woman,2,3
Vicky Burgess-Olson,,woman,2,3
Clara E. Downes,,woman,2,3
Alice Kessler-Harris,,woman,2,3
Candace Smith,,woman,2,3
Emmeline Y. Wells,,woman,2,3
Louise Heffernan,,woman,2,3
Emma Hardinge Britten,,woman,2,3
Elizabeth Stayner,,woman,2,3
Lucy Nelson Carter,,woman,2,3
Mary Ann Angell Young,,woman,2,3
Ada Virginia Miller,,woman,2,3
Wanda Jenkins,,woman,2,3
Flora Snow Woolley,,woman,2,3
Maria Bennion,,woman,2,3
Corinne La Vaunt,,woman,2,3
Corinne Williamson,,woman,2,3
Bessie Hyde,,woman,2,3
Mary J. Clawson,,woman,2,3
Marguerite Eyer Wilbur,,woman,2,3
Sarah J. Elliot,,woman,2,3
Mary Huff,,woman,2,3
Mary Woolley,,woman,2,3
Jennie Anderson Froiseth,,woman,2,3
Mary L. Morris,,woman,2,3
Helen M. Knight,,woman,2,3
Lucile Roper,,woman,2,3
Jennie Froiseth,,woman,2,3
Mary Sarah,,woman,2,3
Edith Abbot,,woman,2,3
Leigh Lint,,woman,2,3
Christina Oleson,,woman,2,3
Caroline Young,,woman,2,3
Ada Patterson,,woman,3,3
Louise Maddison Garnett,,woman,2,3
Rebekah Ryan Clark,,woman,3,3
Josie Ellen Maxfield,,woman,2,3
Clara Barton,,woman,3,3
Ellen Meeks Hoyt,,woman,3,3
Elizabeth Wood Kane,,woman,3,3
Sarah Smith,,woman,2,3
Helen Blazes,,woman,2,3
Leah Dunford,,woman,3,3
Marion Hunt,,woman,3,3
Margaret Shipp,,woman,3,3
Mary Young,,woman,3,3
Maria Remarque,,woman,2,3
Ann Haigh,,woman,2,3
Elizabeth Stapley,,woman,2,3
Rachel Judd,,woman,3,3
Sophia Staheli,,woman,1,3
Mary J. Ayers Young,,woman,1,3
Nancy Adaline,,woman,1,3
Ellen Jakeman,,woman,1,3
Mae Timbimboo Parry,,woman,1,3
Maria E. Montoya,,woman,1,3
Andrea Radke,,woman,1,3
Margaret Purser,,woman,1,3
Heather M. Weymouth,,woman,1,3
Zina Kemble Whitman,,woman,1,3
Sue Jensen Weeks,,woman,1,3
Sue Jensen,,woman,1,3
Elizabeth Baker,,woman,1,3
Anna K. Craig,,woman,1,3
Judy Geissler,,woman,1,3
Margaret Glade Derrick,,woman,1,3
Leticia Ramos,,woman,1,3
Hope Mohr,,woman,1,3
Annie Eva Fay,,woman,1,3
Shelly Hyde,,woman,1,3
Mary Jo Cannarella,,woman,1,3
Betty Jo Reiser,,woman,1,3
Phoebe Perry Vincent,,woman,1,3
Lynn Kloepfer,,woman,1,3
Salem Ajluni,,woman,1,3
Lorraine Black,,woman,1,3
Elizabeth Livingston,,woman,1,3
Lindley Winser,,woman,1,3
Sarah Blanche,,woman,1,3
Sandy Vance,,woman,1,3
Selena Boukofsky,,woman,1,3
Bertha S. Stevenson,,woman,1,3
Dena Smith Mulford,,woman,1,3
Kaisa Luoma,,woman,1,3
Sariah Wheeler,,woman,1,3
Marion Dunn,,woman,1,3
Bonnie Johnson,,woman,1,3
Harriet Amelia Folsom Young,,woman,1,3
Maria Dolores Garcia,,woman,1,3
Ruth Torres,,woman,1,3
Sarah Brentlinger Alexander,,woman,1,3
Ruth Mortensen,,woman,1,3
Ethel Strauser,,woman,1,3
Effie Carmack,,woman,1,3
Lucy Young,,woman,1,3
Lula Richards,,woman,1,3
Mildred Baker,,woman,1,3
Sidney Roberts,,woman,1,3
Mary Ream,,woman,1,3
Ruth Skidmore,,woman,1,3
Blanche Holt Bowler,,woman,1,3
Myra Waddoups,,woman,1,3
Emily Lowder,,woman,1,3
Mary A. White,,woman,1,3
Aurelia Rogers,,woman,1,3
Cora Mary,,woman,1,3
Matilda Hales,,woman,1,3
Sarah Barnes,,woman,1,3
Mary Anne,,woman,1,3
Luella Guymon,,woman,1,3
Anne Maddison Bradley,,woman,1,3
Wilma Peterson,,woman,1,3
Fern Shipley Kelley,,woman,1,3
Alice M. Peck,,woman,1,3
Alice Hone,,woman,1,3
Lizzie Gudgell,,woman,1,3
Olivia McHugh,,woman,1,3
Lydia Spencer,,woman,1,3
Helen Barboglio,,woman,1,3
Alma L. Smith,,woman,1,3
Lena Larsen,,woman,1,3
Doris Stevens,,woman,1,3
Amy Lathrop,,woman,1,3
Martha Heywood,,woman,1,3
Ruth Dodson,,woman,1,3
Mary Bridgett,,woman,1,3
Virginia Garner,,woman,1,3
Marinda Redd,,woman,1,3
Leah Greenwell,,woman,1,3
Lorraine White,,woman,1,3
Beth Ritchie,,woman,1,3
Rachel Nowell,,woman,1,3
Carol Imhoff,,woman,1,3
Mary Ann Pitman,,woman,1,3
Mary Morris,,woman,1,3
Luella Tryon,,woman,1,3
Myra Bradwell,,woman,1,3
Georgiana Snow,,woman,1,3
Evelyn Nesbitt,,woman,2,3
Alma Millett,,woman,2,3
Sarah Melissa,,woman,1,3
Taylor Crosby,,woman,1,3
Catherine Burgess,,woman,1,3
Ernestine Schumann-Heink,,woman,2,3
Emily Jane,,woman,2,3
Amy Janes,,woman,1,3
David Wilmot,,man,3,3
William Riley,,man,3,3
Al Holiday,,man,2,2
S. GEORGE ELLSWORTH,,man,2,2
ROBERT S. MCPHERSON,,man,2,2
Kane Counties,,man,2,2
Rock Climbing,,man,1,2
Jubilee Celebration,,woman,2,2
P. T. REILLY,,man,2,2
Wayne Counties,,man,2,2
Jordan Bridge,,man,2,2
LARRY R. GERLACH,,man,2,2
LARRY R. GERLACH,,man,2,2
Demon Rum,,man,2,2
STANFORD J. LAYTON,,man,2,2
Ted Turner,,man,1,2
Gen Smith,,man,1,2
John C. Sumner,,man,2,2
Fred Jackson,,man,1,2
Carolyn Rhodes-Jones,,woman,2,2
Joseph P. Machebeuf,,man,2,2
Luke Lea,,man,2,2
Wilbur S. Shepperson,,man,2,2
Roy DeSpain,,man,2,2
RICHARD C. POULSEN,,man,2,2
George Young Bradley,,man,2,2
Norman Davies Nevills,,man,2,2
Lehi Refractories,,man,2,2
DENNIS L. LYTHGOE,,man,2,2
DENNIS L. LYTHGOE,,man,2,2
Walter A. Kerr,,man,1,2
LaVell Johnson,,man,1,2
Max J. Evans,,man,1,2
Ed Abbey,,man,1,2
William Warner Player,,man,1,2
Samuel Lane Jones,,man,1,2
Richard Dallin Westwood,,man,1,2
Joseph Felt,,man,1,2
Little Chris,,man,1,2
Alexander F. MacDonald,,man,1,2
Herbert Z. Lund,,man,1,2
John B. Kimball,,man,1,2
Gertrude Chapoose,,woman,2,2
Kate Wenner,,woman,2,2
Charlotte Ives Cobb Godbe,,woman,2,2
Charley Alhandra,,woman,1,2
Clara Decker Young,,woman,1,2
Elizabeth Jane Gardner,,woman,1,2
F. W. Hodge,,man,2,2
MELVIN L. BASHORE,,man,2,2
Daniel W. Jones,,man,2,2
JOSEPH HEINERMAN,,man,2,2
JOSEPH HEINERMAN,,man,2,2
Charles Wilkes,,man,2,2
Andrew Kelsey,,man,2,2
Clarence A. Bradley,,man,2,2
Perry Brocchus,,man,2,2
John J. Baum,,man,2,2
James Hendry,,man,2,2
William Hobbs,,man,2,2
Leroy S. Johnson,,man,2,2
George W. Bush,,man,2,2
Amos L. Bowsher,,man,2,2
Jesse F. Millspaugh,,man,2,2
George A. Eaton,,man,2,2
John E. Clark,,man,2,2
John Albert Scorup,,man,2,2
David L. Goudelock,,man,2,2
John Erickson,,man,2,2
Royal Eccles,,man,2,2
Thomas Hardy,,man,2,2
James R. Skillen,,man,2,2
Louis Warren,,man,2,2
Bernard Fernow,,man,2,2
Bill Clinton,,man,2,2
Bob Wilson,,man,2,2
George Hansen,,man,2,2
Harry Belafonte,,man,2,2
Alfred Smith,,man,2,2
Albert Barnes,,man,2,2
Gus Paulos,,man,2,2
Nick Floor,,man,2,2
Richard Sadler,,man,2,2
George Santayana,,man,2,2
Charles Welch,,man,2,2
Fred Kiesel,,man,2,2
Ammon Hennacy,,man,2,2
Carl Oglesby,,man,2,2
Gale McGee,,man,2,2
William L. Van Wagoner,,man,2,2
Matt Warner,,man,2,2
William H. Claflin,,man,2,2
David Dexter Rust,,man,2,2
Albert B. Reagan,,man,2,2
Hank Stewart,,man,2,2
William M. Roylance,,man,2,2
Hugh Campbell,,man,2,2
Maurice Sullivan,,man,2,2
John L. DeWitt,,man,2,2
John J. McCloy,,man,2,2
George Creel,,man,2,2
John F. Reynolds,,man,2,2
Alfred McCune,,man,2,2
Ray Van Cott,,man,2,2
Thomas R. Vale,,man,2,2
Fred MacMurray,,man,2,2
Henry Heth,,man,2,2
Otis G. Hammond,,man,2,2
Karl Bodmer,,man,2,2
James C. Fletcher,,man,2,2
Robert Sterling Yard,,man,2,2
Thomas J. Allen,,man,2,2
John Christopher Cutler,,man,2,2
Nathaniel Hawthorne,,man,2,2
Charles Lowell Walker,,man,2,2
Donald Mackenzie,,man,2,2
Orville H. Browning,,man,2,2
Patrick Edward Conner,,man,2,2
George Whitmore,,man,2,2
John A. Powell,,man,2,2
Theron Luke,,man,2,2
Howard C. Price,,man,2,2
William Hood,,man,2,2
Carl Reynolds,,man,2,2
Eric Wilson,,man,2,2
John Reid,,man,2,2
Louie Gabrielli,,man,2,2
Bob Goodnell,,man,2,2
Ward Armstrong,,man,2,2
Earl Wood,,man,2,2
Frank J. Taylor,,man,2,2
Warren Harding,,man,2,2
David H. Peery,,man,2,2
Charles W. Hemenway,,man,2,2
Herbert C. Hoover,,man,2,2
Franklin Wooley,,man,2,2
Joel Hill Johnson,,man,2,2
John B. Hazlip,,man,2,2
Ole Heilersen,,man,2,2
Albert Winkler,,man,2,2
Robert Evans,,man,2,2
Scott M. Matheson,,man,2,2
Robert Pendleton,,man,2,2
Gary Everhardt,,man,2,2
Nicholas Paul,,man,2,2
Mahonri M. Young,,man,2,2
Roger Fenton,,man,2,2
William H. Emory,,man,2,2
Clyde Kluckhohn,,man,2,2
Spencer Tracy,,man,2,2
Lowell Thomas,,man,2,2
Elijah Sheets,,man,2,2
Frank Evans,,man,2,2
Ralston Purina,,man,2,2
Lee Benson,,man,2,2
Augustus Hardy,,man,2,2
Oscar Hamblin,,man,2,2
Robert D. Covington,,man,2,2
Robert McClelland,,man,2,2
Justice Drummond,,man,2,2
Phillip Emerson,,man,2,2
Robert Dunbar,,man,2,2
Andy Hattan,,man,2,2
John Bohlin,,man,2,2
James Blair,,man,2,2
Lars Larsen,,man,2,2
Richard C. Watkins,,man,2,2
Joseph Nielson,,man,2,2
Louis C. Midgley,,man,2,2
Ray C. Hillam,,man,2,2
Melvin P. Mabey,,man,2,2
Stephen Douglas,,man,2,2
Lyman Trumbull,,man,2,2
Brigham W. Young,,man,2,2
Patrick Cardinal Hayes,,man,2,2
Charles Coughlin,,man,2,2
Samuel T. Walcott,,man,2,2
Fred Fickey,,man,2,2
John W. Reed,,man,2,2
John Buford,,man,2,2
Champ Clark,,man,2,2
Ben E. Rich,,man,2,2
Thomas Davis,,man,2,2
Mark Sullivan,,man,2,2
Amos Pinchot,,man,2,2
Friedrich Nietzsche,,man,2,2
James Weldon Johnson,,man,2,2
Andrew S. Gibbons,,man,2,2
Samuel Judd,,man,2,2
Walter Cannon,,man,2,2
William Cullen Bryant,,man,2,2
James Cummings,,man,2,2
Samuel C. Stambaugh,,man,2,2
Caleb B. Smith,,man,2,2
Samuel R. Fox,,man,2,2
John A. Clark,,man,2,2
Michael Beschloss,,man,2,2
William L. Marcy,,man,2,2
Stephen F. Austin,,man,2,2
George Gibbs,,man,2,2
William W. Wylie,,man,2,2
Carl Gray,,man,2,2
James Arlington Bennett,,man,2,2
John A. Anderson,,man,2,2
Frank Silvey,,man,2,2
Robert Southey,,man,2,2
Joseph O. Smith,,man,2,2
John M. Coyner,,man,2,2
John Eaton,,man,2,2
Edward L. Doheny,,man,2,2
John T. Bernhard,,man,2,2
Larry T. Wimmer,,man,2,2
Johnny Scott,,man,2,2
Jake Young,,man,2,2
Dick Butt,,man,2,2
Charles Burke,,man,2,2
David Glade,,man,2,2
Jacob Moritz,,man,2,2
Louis L. Madsen,,man,2,2
Dean R. Brimhall,,man,2,2
Benjamin B. Stringham,,man,2,2
Willis W. Ritter,,man,2,2
Tillman Johnson,,man,2,2
Benjamin F. Butler,,man,2,2
John M.Young,,man,2,2
Fred Auerbach,,man,2,2
Nathan Rosenblatt,,man,2,2
Jack Irvine,,man,2,2
Lehi Pratt,,man,2,2
William A. Rossiter,,man,2,2
Waldemar Van Cott,,man,2,2
Jesse Bond,,man,2,2
John Reynolds,,man,2,2
Edward Dalton,,man,2,2
William A. J. Sparks,,man,2,2
Norman H. Bangerter,,man,2,2
George Barzee,,man,2,2
Phil Sheridan,,man,2,2
Henry Page,,man,2,2
Galen Eastman,,man,2,2
Stephen Jett,,man,2,2
Alexander Graham Bell,,man,2,2
Bishop Duane Hunt,,man,2,2
Aldon J. Anderson,,man,2,2
John Murray Spear,,man,2,2
Jerome Wheeler,,man,2,2
Lionel Hampton,,man,2,2
Quincy Whig,,man,2,2
Leonidas Shaver,,man,2,2
Samuel Bateman,,man,2,2
John McVicker,,man,2,2
Stephen Taylor,,man,2,2
Paul Nunn,,man,2,2
Robert R. Anderson,,man,2,2
Palmer DePaulis,,man,2,2
Joseph M. Simmons,,man,2,2
Robert M. Morris,,man,2,2
Richard W.Young,,man,2,2
Frederick A. Mitchell,,man,2,2
William Cluff,,man,2,2
Frederick Mitchell,,man,2,2
Albert W. Davis,,man,2,2
Henry P. Richards,,man,2,2
Thomas A. Waddoups,,man,2,2
Frank Bennett,,man,2,2
James H. Carleton,,man,2,2
Albert Lewis,,man,2,2
John L. Leilich,,man,2,2
John V. Long,,man,2,2
David M. Stuart,,man,2,2
Edward H. Anderson,,man,2,2
Sumner H. Bodfish,,man,2,2
Robert W. Glenn,,man,2,2
Hyrum Huntsman,,man,2,2
James Huntsman,,man,2,2
James W. Hunt,,man,2,2
Tommy Burns,,man,2,2
Dean Harris,,man,2,2
John P.Wright,,man,2,2
Richard Bentley,,man,2,2
John Lyman Smith,,man,2,2
James Thompson,,man,2,2
Soren X. Christensen,,man,2,2
Allen G. Thurman,,man,2,2
Joseph Ellis Johnson,,man,2,2
Porter J. McCumber,,man,2,2
Nicholas Murray Butler,,man,2,2
Charles Evans Hughes,,man,2,2
Stephen Abbott,,man,2,2
Richard Thomas Ackley,,man,2,2
Silas Newcomb,,man,2,2
Walter Welti,,man,2,2
Frank Robinson,,man,2,2
Ernest Thompson Seton,,man,2,2
William H. Moody,,man,2,2
Henry T. Mayo,,man,2,2
Larry Logue,,man,2,2
David D. Rust,,man,2,2
Thomas Smart,,man,2,2
John Fell Squires,,man,2,2
Harold Seeholzer,,man,2,2
Auguste Comte,,man,2,2
Simon Cameron,,man,2,2
Howard Christy,,man,2,2
Frank Marriott,,man,2,2
Amos Bowsher,,man,2,2
Howard Sigler,,man,2,2
Henry Nottingham,,man,2,2
John R. Bothwell,,man,2,2
Yee Yen,,man,2,2
